t-shirt,https://m.media-amazon.com/images/I/51rkKPruYvL.__AC_SY445_SX342_QL70_ML2_.jpg,"[""I purchased this shirt for my son for their weekly chapel days at school when they have to wear a tie. This shirt was purchased 1) because I do not have time (or want) to iron it and 2) I do not want to have it dry cleaned weekly. So after 3 months of use, I can definitely say this shirt is not wrinkle free.  I have to iron it with every washing. Not really bad wrinkles, but it still needs ironing even with steaming it in the dryer.  Just a little nugget for those wanting it because it's wrinkle free. Very pleased with it otherwise.  I purchased Large, and it's a good, normal fit, and it looks good (after ironing)."", ""It's very good when you want to look formal and at the same time it feels comfortable like a polo shirt etc."", 'It looks really good on my husband he looks slender and thinner and h said very comfortable to wear']"
t-shirt,https://m.media-amazon.com/images/I/51puKmf8LzL.__AC_SY445_SX342_QL70_ML2_.jpg,"['So I was trying to find something like an old Footlocker plain white t that were perfect with thickness even after washing and just the right size. I cant stand when shirt sleeves start rising up. These are slightly thinner than the FL Tshirts however they come close. I did a wash to be sure and they still stand up as a non undershirt to wear out.  Sleeves didnt rise and the XL fit nicely (IM 6,1 & 195).  I personally dont like shirts extremely soft. If rather have that durability feel and these are probally the best thing to what im looking for. If youre looking for the FL Plain tshirt feel like I was get these.', ""I've been wearing Gildan undershirts for almost 20 years, these are probably the best version I've ever purchased. Why...?1) Not tagless, but tags removed easily w/simple tear2) Heavier duty, but NOT too heavy [I sweat so I need ones that soak it up preventing it from showing to top layer + not as thick as the HEAVY version which can be too much]. The thickness also provides a better form fit under your top layers [not sticking to those unflattering curves for us non-super models] and helps to create a sold shapely base for the top layers.3] Still TBA but so far I believe these will hold up longer than versions advertised as undershirts which are so thin the stain easy, wrinkle, and provide no shape. The thinner version sinks into cracks and crevasses typically taking the top layers with it creating an unflattering look.4] Sleeves stay in place [as undershirt, as opposed to the thinner ones that constantly roll up under your top layers, ultimately [at least for me] requiring constant readjustment.5] Looking forward to confirming but I've been finding the thinner version advertised as undershirts typically require replacement [bleach won't return them to white once pit stains wear in which eventually start show through when wearing thinner or light colored top layers], the overall feel and quality of this version have me anticipating a much longer shelf life [and I'm one who wears them daily under all wardrobe combinations.6] They're GILDAN, and as brand loyal customer, I can say hands down I've never find a more reasonably priced brand that delivers quality like Gildan does!!! While staying affordable [Walmart used to carry them but those idiots no longer do so Amazon typically offers the best pricing.I've only had this batch about a week now, should they not meet expectations, I will return to update this feedback with explanations and findings.Hope my review helps you determine if this version is right for you!!!"", 'I’m a small female so I ordered an XS, I washed them soon as I got them as I do any clothing. Shirts are thin but very comfortable and fit perfectly.']"
t-shirt,https://m.media-amazon.com/images/I/71Bwaf1QPUL.__AC_SX342_SY445_QL70_ML2_.jpg,"[""I like this long sleeve T-Shirt. Good fit around shoulders, and across chest, I am normally a medium but found them to be too snug around belly, so I returned them and sized up for the extra material below chest area, (because.... Yeah.) Still fit very well.  My problem is with the cuffs, I mean if you sport this type of shirt, you're going to pull up the sleeves, but they fail in keeping shape, they stretch around the forearm and it's done. They don't return back to fit around the wrist evere again like they did before. So it's a fail in that area, I mean, even when it wear a dress shirt untucked, and with jeans, you naturally fold up the sleeves for that casual look, not to be able to pull the sleeves up on a shirt like this (and not ruin cuffs) is pitiful. Gildan should use a better knit around cuffs"", 'Makes for a nice, loose fitting shirt for fall and winter use. The fabric feels very durable and it was a great deal on the pair. I bought them because they were inexpensive and I was going to make a Die Hard  ""Now I Have A Machine G*n. Ho Ho Ho"" (if you know, you know) Christmas shirt out of one with a red magic marker for a party because it was cheaper than buying one, but when I got them, I didn\'t want to ruin one because they were really nice for the price.', 'I bought several packs of two in different colors last year, and one other color just recently. I wear them more days than not from September on into the spring. On days it is comfortable enough indoors and out, I weat them over a tee-shirt. I am retired and don\'t have to wear a suit and tie daily as I used to. I don\'t even need to wear a collared sport shirt and dress slacks. Most months I wear them with shorts; on winter days I team them up with one of several fleeced jackets in differen colors I have(Amazon Brand, reviewed elsewhere). Then I swap the shorts for full-length stretch knits.I am 5\' 11"" tall and weigh 170 lbs. The large fits perfectly,sleeve length and all. Pretty much form-fitting but loose enough to be comfortable (if you don\'t have a gut and aren\'t muscle-bound.']"
t-shirt,https://m.media-amazon.com/images/I/A1l6N+yEhXS._AC_SX342_SY445_.jpg,"[""I bought 3 of these shirts. 2 for my teenage boys and 1 as a gift for my step-father.True to size. My youngest is  6'3 140lbs a medium fit him perfectly. My oldest is 6 foot 185lbs and a large fit him perfectly. I will say the large was a tad bulkier in the arms on my oldest.My stepfather was in a size medium. 5'9 roughly 150lbs. And it fit perfectly.Excellent quality.  Thicker flannel.  I would most definitely order more."", ""I feel like many of the shirts are too short for me, so you have to understand my build. My chest is deceptively broad and as a result, almost everything feels short. This is no different. It is rare for me to find a shirt that I don't think is too short - so this actually probably fits exactly as it should. It is a comfy shirt (although it took a few washes to get the stiffness out of it). It has a little bit of static to it - but not bad compared to other flannels. It is thicker (and warmer) than I expected. If they had other styles I liked I would absolutely purchase more of them. All and all a good purchase...when you take the cost into account it was an excellent purchase."", ""I have been mostly satisfied with the shirt. The shirt fits well and is made of a soft and comfortable fabric. It is also well-constructed, with good attention to detail and durable stitching.One issue I had with the shirt is that the pattern was not exactly as I expected based on the online photos. It wasn't a major issue, but the colors and pattern were slightly different in person than what I had expected. This is something to keep in mind if you are considering purchasing this shirt. Maybe I just didn't like how it looks on me..Overall, I would recommend. It is a well-made and comfortable shirt that is a great value for the price.""]"
t-shirt,https://m.media-amazon.com/images/I/71kf2JHBqyL.__AC_SY445_SX342_QL70_ML2_.jpg,"['This is my kids whole style- with and without sweaters or vests over top.  I’m so impressed with the Amazon brand!!  I can’t stand artificial fabrics, and these are real, old school, tough, thick cotton.They’ve stood up to 6 months of continuous wear and abuse wonderfully, though we got a few extras just in case.', 'Wished it was a tad longer and a more of solid print', 'This shirt is just exactly what we hoped it would be. It fits perfectly, is made with good, sturdy material, and is a perfect color. We will probably order another one just like it.']"
t-shirt,https://m.media-amazon.com/images/I/71c7eRazT8S.__AC_SY445_SX342_QL70_ML2_.jpg,"['This were purchased as a Christmas gift for my brother who is Intellectually & Developmentally Disabled as well as in a nursing home. Shirt was a perfect fit. The color was nice as he has blue eyes & it brings them out even more.', 'This was for my husband at Christmas but I decided to go with a different brand.', ""This shirt is nice. It's a typical long sleeve t-shirt. It fits nice and is well made. Got it for my son to wear under his long sleeve flannels on the really nasty cold days. He loves it.""]"
t-shirt,https://m.media-amazon.com/images/I/81IQ4i6NdyL.__AC_SX342_SY445_QL70_ML2_.jpg,"[""This lined flannel shirt was a gift for my daughter's boyfriend, and he loved it. It looked like it might have been too big, but when he tried it on, I was pleased to see the fit. It will be a great additional layer to a hoodie or long sleeve shirt, worn either as a jacket or an inside layer as well. I love this type of clothing item because it serves many purposes. The color, too, looked great- it's nice to see a light tone with touches of darker colors rather than the other way around. This was a win and the cost and quality were a perfect match."", 'It runs big. My hubby usually wear an XL, he\'s 6\'1"" at 190 and the sleeves on this must have been made for someone 7 feet tall. I\'ll move the button over and it should be ok. It is nice and soft with the lightweight sherpa lining. I was expecting it to be heavier so he could wear out in the shop without a vest but not the case but it will be great in the spring. He says it\'s comfy except for the sleeves but once they\'re fixed it will be fine. I think I should have ordered a size large not XL.', 'Got this for my dad for Christmas and he loves it!Great warmth with the fleece lining in the body.But also perfect is that they quilted - not fleece lined - the sleeves.That makes this much easier to wear over long sleeved tees as it doesn’t “grab” sleeve material as you put it on OR while you wear it!I put my 77 yr old Dad’s measurements here and I got him the 2xSize offers plenty of room and allowance for a bit of shrink with washing too.']"
t-shirt,https://m.media-amazon.com/images/I/81Qc6O6BgyS.__AC_SX342_SY445_QL70_ML2_.jpg,"['These are the best T-shirts I have ever purchased! Better than any of the name brands and I wear T -shirts a lot because of my work. You are crazy if you don’t listen and buy these! Lol', ""Perhaps my bad, but other than the picture, I could not determine how many tee shirts were included in an order.  so I ordered three packs and got nine shirts, very soft, and comfortable especially in warm weather because ethyl feel so light. At today's prices, they are a bargain"", 'Vibrant colors did not fade after multiple washings. Fabric is soft and comfortable.']"
t-shirt,https://m.media-amazon.com/images/I/81mC7mfE7hL.__AC_SY445_SX342_QL70_ML2_.jpg,"[""Nice shirt, not too heavy, comfortable. I bought a large and it fits well, but usually I'm between medium and large, so if in doubt about fit, go up in size rather than down.One issue: the left sleeve cuff was not sewn all the way, it looks like the picture I uploaded on first time wearing the shirt. Not the quality control I expected from Hanes."", ""Overall good. I bought as a layering item for winter work on farms. I'm a woman with long arms and broad shoulders so I often buy men's shirts for work. That means the body of the shirt is often too big, but not so for this shirt. It has what I would consider a trim fit. Keep that in mind if you prefer a relaxed, looser fit."", ""Nice long sleeved pull over shirt.  They are not made with the same material as a regular T shirt so the stretch isn't as much.  However, does fit well and works really good for a night shirt or an under shirt for when your wearing a flannel for those chilly days where a jacket is to much.As far as sizing goes, much of it has to do with personal preference.  I for one do not like clothing that is closely coupled to size.  In other words I do not like clothes that are a snug fit.  Keeping that in mind, I may suggest that you look through your closet and see which brands you already own and the sizing of those items and order based on that.Would recommend""]"
t-shirt,https://m.media-amazon.com/images/I/71HuLCyNNhL.__AC_SY445_SX342_QL70_ML2_.jpg,"['I purchased the Gildan men\'s Ultra cotton t-shirts awhile back, and I thought it would be a good time to write my review. My Gildan men\'s t-shirts were ordered in navy blue, and they arrived as the expected color and size. I ordered them for my son who needs shirts that are longer due to his height. He is 6\' 3"", and these t-shirts were the perfect length.The shirts fit as expected and quite comfortable. He wore them as a traditional t-shirt and an undershirt. They were slightly bigger than regular undershirts. I\'d recommend a snugger fit if you plan to use them as a undershirt. After washing them the first time, they did shrink slightly. The t-shirts did not shrink enough to lose the length he needed. They did not fade that much after multiple washes and remained in good condition after several months of wear. We have purchased additional colors (red, black, gray, and a lighter blue), and we are happy with our purchases.', 'Probably my favorite shirt brand. Sizes are accurate. I am 6’1 210 lbs, and I get medium. It fits slightly tight and hugging the body as I prefer it to. I just wish it was slightly longer. Doesn’t shrink easily either. Great product.', ""I got this shirt for my husband's shaggy Halloween costume. They were the perfect color. The only complaint I have is they are a bit rough in texture, very starchy. I was hoping they would be softer, but it still did the job!""]"
t-shirt,https://m.media-amazon.com/images/I/915hYDFB4bL.__AC_SY445_SX342_QL70_ML2_.jpg,"['I bought this shirt for my husband to wear in our family photos, the quality is great, it is made of a medium flanel weight, the brown lining looks nice and gives that extra spark of style and the colors are a rich green, that accented our neutral color scheme we were going for. Overall a shirt he can wear again and again. He typlically wears a Medium in Mens and this one fit true to size.', 'Great over shirt to boost your internal temperature when surroundings are chilly.  I never realized how warn fleece was, but now I do.  I wear this as an ""overshirt"" at home.  The fit is as specified and the red color is very Christmassy.  Yep, great shirt for staying cozy on cold nights.  Recommended', 'Bought it for my son and he loves it so much he asked for the link so he could buy this shirt in different designs. I measured one of my sons other flannels and this came exactly as it should have. Great product.']"
t-shirt,https://m.media-amazon.com/images/I/816fhPoCRyS.__AC_SY445_SX342_QL70_ML2_.jpg,"['I was just looking for a basic shirt at a good cost. This fit the bill. It looks good and the fit is good. It’s lighter weight than I was hoping for for use during the winter.', 'Just a basic shirt.  Nothing dressy.  Wrinkles easy.', 'I bought the shirt as a Chrismas gift for my husband.  It looks nice on him.']"
t-shirt,https://m.media-amazon.com/images/I/61qta+0D54L._AC_SX342_SY445_.jpg,"['I bought these for my 19 yo son who is 6 foot 2 and about 190 pounds.  I got him size x large and he says they fit great, are soft and very comfortable.  He wears them for work and says they are perfect for his needs.  I definitely recommend these l/s shirts.  Ive always been happy and satisfied with the Gildan brand.', ""The product was as advertised. Fit was perfect and the color was as shown in the picture after several washes no fade softness is the same. The shirts did not shrink in  the dryer. The product was so good I bought another pair. Blue and Grey I don't regret the purchase at all."", 'I bought these for my husband who wears scrubs to work every day. In the winter he really needs plain long sleeves to wear under them. These are perfect for that. They keep him warm, they are plain enough to blend in, and they are perfect for wearing under scrubs!']"
t-shirt,https://m.media-amazon.com/images/I/61QegK7thpL.__AC_SY445_SX342_QL70_ML2_.jpg,"['A litte small', 'Fabric used for the shirt is a bit skimpy and thin; otherwise, quite nice.', 'Package arrived as a package you would buy in a store. This created a stain on the top shirt where the opening square is when you can feel the material. Other than that, the shirt itself is nice and light.']"
t-shirt,https://m.media-amazon.com/images/I/91SRrJHOR8L.__AC_SY445_SX342_QL70_ML2_.jpg,"['I like the look, the fit, the fabric, the style.  Very nice.  It looks better than my HANES but costs twice as much.  I would the say the extra amount is worth it.', 'The fit of the shirt was spot on, good quality, well made', 'Finally a soft, long sleeve shirt that isn’t tight at the neck or cuffs. Flattering fit, too']"
t-shirt,https://m.media-amazon.com/images/I/81CyWXW-0QL.__AC_SX342_SY445_QL70_ML2_.jpg,"['A little pricey but nice', 'LA TALLA NO COINCIDE CON LA DESCRIPCION SON DEMASIADO GRANDES Y LA TELA ES ALGODON DE CALIDAD MUY INFERIOR SON MUY RALOS. SON MUY CAROS PARA LO QUE OFECEN. NO RECOMIENDO COMPRAR EL PRODUCTO.', 'Makes it a comfy wear']"
t-shirt,https://m.media-amazon.com/images/I/81VTP6ydcrL.__AC_SY445_SX342_QL70_ML2_.jpg,"['I love this Gioberti shirt-jacket. We also wear this as a car coat while in the car as when driving in the winter a heavy coat is usually too awkward and too warm. I bought two of these, the sizing runs small, however.', 'This jacket has a great look.  Although I had expected the lining to be a little thicker, it is not bulky and will be a great light weight jacket for my husband to wear over sweaters.  He loves the look, feel and the inside pocket where he can carry his cellphone.', 'The inside of the sleeves come with a silky black lining making it smooth to put in.  The rest of the inside is stylishly lined & warm. It’s not meant to be stretchy. It’s a great fall/spring coat or heavy shirt.']"
t-shirt,https://m.media-amazon.com/images/I/71JwZztDjoL.__AC_SY445_SX342_QL70_ML2_.jpg,"['I needed some plain long sleeve shirts and these work.  Decent construction but the length is too short to comfortably wear tucked in.  When seated they pull up at the back and need to be re-tucked when I stand up.There was a time when one could buy t shirts that fit properly even if one was taller as I am.', '6’1, 210 lbs here, a medium fits perfectly well! Snug at the chest, slightly looser on the arms, and slightly looser on the waist and length goes slightly below belt. Perfect in size and length and great material, it doesn’t shrink easily either.', 'These were perfect for my son on his new job. He said they were comfortable to work in. Great deal with 4 in a pack.']"
